,artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4337,A$AP Rocky,AT.LONG.LAST.A$AP,Electric Body (feat. ScHoolboy Q),6br4Pc0BzU6dTD5fEmks2i,0.49,0.898,0.598,2,-7.164,1,0.0467,0.0014,0.0646,0.528,119.966,255253,4
4338,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),LVL,787rCZF9i4L1cXGMkdyIk4,0.18,0.597,0.427,5,-6.764,0,0.0536,1.33e-05,0.121,0.0997,120.085,220133,4
4339,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Long Live A$AP,60Mq4EumvcSXznNugo9Op3,0.584,0.726,0.824,7,-5.011,0,0.345,1.14e-06,0.113,0.382,130.118,289587,4
4340,Skepta,Konnichiwa,Shutdown,1CireMJYXN8Rw4u1HG5GFZ,0.126,0.656,0.746,7,-4.716,1,0.314,0,0.508,0.824,104.044,188939,3
4341,Mura Masa,Someday Somewhere,Low,4X4cGWjHA784Ek9FjxPRwt,0.463,0.698,0.518,1,-12.356,1,0.419,1.57e-06,0.234,0.456,124.92,193907,4
4342,Nekfeu,Cyborg,Saturne,5t9fmZx0pcNxLykKTv6eOe,0.557,0.757,0.807,5,-8.471,1,0.501,0,0.126,0.0398,91.001,363213,4
4343,BROCKHAMPTON,SATURATION,GOLD,7HRv1sYuwgoea1m0JRvChV,0.0716,0.808,0.647,11,-6.947,0,0.166,0.000466,0.205,0.29,110.036,266000,4
4344,Lauri Haav,Nyt ja heti EP,Kilipää steelo,66dBLZhDNLlu9szlAwopFi,0.0276,0.952,0.64,2,-2.826,1,0.133,3.36e-05,0.115,0.362,131.976,200010,4
4345,Aminé,Campfire,Campfire,4U5ovGD4My7MOISvUEtYaf,0.00112,0.885,0.365,6,-14.107,1,0.263,0,0.264,0.637,100.048,135013,4
4346,Jaden,ERYS (Deluxe),Chateau,2mbAFKj9gePjW91G1WH3sp,0.251,0.759,0.812,8,-4.257,1,0.251,0,0.348,0.229,139.911,135880,4
4347,Machine Gun Kelly,Hotel Diablo,Hollywood Whore,0uFNdjWpogmaJYp2zlNJj5,0.0116,0.734,0.836,6,-5.953,0,0.0817,0,0.106,0.214,100.022,203175,4
4348,Night Lovell,Red Teenage Melody,Barbie Doll,20HyRkNuZ8yA3erFummr2T,0.134,0.849,0.661,0,-7.189,1,0.0513,8.1e-06,0.296,0.624,99.987,237667,4
4349,Lauri Haav,Kilipää,Bädäss,5isyNrzjGFKk804krwRTwd,0.379,0.836,0.509,10,-8.169,0,0.164,0,0.099,0.77,119.993,304000,4
4350,Gettomasa,Jeesei,Jeesei,6Rs9Zhrvu1jHTvBm4MypAx,0.0123,0.797,0.659,10,-5.701,0,0.173,1.11e-06,0.241,0.179,153.905,181006,4
4351,CamelPhat,Breathe,Breathe,6TR0FGw4zhlGbQALN065AI,0.00646,0.595,0.877,9,-7.414,0,0.0442,0.0879,0.398,0.081,125.015,194233,4
4352,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) [Remixes],Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,2NAZcL9tLUkdMMb5v3xFVG,0.505,0.615,0.523,7,-4.246,0,0.267,4.29e-06,0.11,0.693,127.932,228750,4
4353,CamelPhat,Rabbit Hole,Rabbit Hole,6rO7Ljvkmj4ESCIcGEsVdT,0.00986,0.602,0.866,9,-6.913,1,0.034,0.0234,0.203,0.288,123.988,189498,4
4354,Duke Dumont,The Power,The Power,3EDbqYLrCNBP7J2CqcMPZO,0.00447,0.625,0.831,5,-6.757,0,0.0541,0.0624,0.0923,0.191,121.929,197450,4
4355,Cheat Codes,I Feel Ya,I Feel Ya,0rwZuDEc2rj3lgxu3zSjMg,0.226,0.725,0.828,9,-5.19,0,0.0431,0.0599,0.161,0.421,113.975,169356,4
4356,Hayden James,Between Us,Better Together,0XfsPJYhChholjxNE05zbm,0.109,0.759,0.812,5,-6.972,0,0.0542,0.0117,0.327,0.753,116.009,236867,4
4357,ZHU,GENERATIONWHY,Working For It,2HJQcyUpmUuvzS5vBAICIc,0.0971,0.776,0.715,5,-6.587,0,0.0505,0.0131,0.247,0.502,99.951,231813,4
4358,ZHU,Nightday (EP),Faded,27ImR3LOSWgzqrABxD92uq,0.00865,0.861,0.475,9,-7.195,0,0.0487,0.119,0.122,0.599,124.96,223387,4
4359,Sigala,Brighter Days,Somebody,6iMoJ3UdrO2ZjzzcaN8Eom,0.0916,0.679,0.849,0,-3.841,1,0.0649,0,0.121,0.683,100.095,238667,4
4360,Au/Ra,Panic Room,Panic Room,3MkuFR7t25mu7Iscp6GGiV,0.0259,0.577,0.883,10,-6.423,1,0.0298,0.0706,0.118,0.255,122.987,214483,4
4361,CAZZETTE,Oceans,Oceans,3wbgLMlONnYx7TSLZoEyzW,0.0187,0.647,0.827,7,-5.951,0,0.0528,1.15e-05,0.0949,0.216,123.954,195000,4
4362,Riton,Turn Me On (feat. Vula),Turn Me On (feat. Vula),0qaWEvPkts34WF68r8Dzx9,0.0149,0.737,0.828,11,-4.711,1,0.0396,0.000588,0.0862,0.517,124.051,208474,4
4363,Katy Perry,Harleys In Hawaii,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,0.185,0.722,0.757,10,-6.207,0,0.132,6.32e-06,0.126,0.721,140.094,185815,4
4364,5 Seconds of Summer,13 Reasons Why (Season 3),Teeth,26wLOs3ZuHJa2Ihhx6QIE6,0.0516,0.749,0.461,10,-2.961,0,0.0416,6.24e-06,0.0738,0.42,139.02,204887,4
4365,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,Midnight Hour with Boys Noize & Ty Dolla $ign,5AFrctm65wWIqJsjHPPx85,0.00235,0.795,0.899,0,-4.202,1,0.0685,0.000392,0.199,0.329,125.978,198839,4
4366,Denzel Curry,ZUU,RICKY,2QbGvQssb0VLLS4x5NOmyJ,0.0399,0.776,0.562,9,-6.901,1,0.363,0,0.138,0.521,169.03,147867,4
4367,blackbear,digital druglord,do re mi,3Q3myFA7q4Op95DOpHplaY,0.00522,0.745,0.593,8,-6.35,1,0.0526,5.25e-06,0.123,0.17,111.002,212027,3
4368,Devault,Stay,Stay (feat. Njomza & Bipolar Sunshine),6ukLaivOPRHbA0xeOlme8W,0.231,0.71,0.458,10,-9.929,1,0.0874,0.000195,0.1,0.262,113.95,291450,4
4369,DROELOE,A Moment In Time,Sunburn,6ppDvLfqpNsoi1Gv10hr9F,0.12,0.694,0.726,0,-7.297,0,0.0322,0.00258,0.215,0.451,105.968,226981,4
4370,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]","That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,0.11,0.723,0.732,11,-5.514,1,0.0864,0,0.484,0.503,104.991,199747,4
4371,SINAN,Min väg,Min väg,5ai0EzaWfDuFnYAhx2gAK4,0.413,0.621,0.637,9,-6.078,0,0.0653,0.00051,0.109,0.305,105.991,194702,4
4372,Meek Mill,Dreams Worth More Than Money,Lord Knows (feat. Tory Lanez),57hCSu4zMTdnSum7NBL1Ye,0.0168,0.434,0.695,10,-7.464,0,0.485,0,0.834,0.16,167.309,318840,4
4373,Meek Mill,DC4,Blue Notes,7Gs3otHnZDq514kFHf0nx7,0.665,0.515,0.431,4,-8.251,1,0.257,0,0.147,0.184,141.392,227809,4
4374,Lykke Li,I Follow Rivers (Remixes),I Follow Rivers - The Magician Remix,40ogYHQCVmrUJ2jCiM2odT,0.0192,0.786,0.709,9,-5.737,0,0.0395,0.00118,0.0845,0.285,122.019,281107,4
4375,Meek Mill,Championships,Intro,3EQ9QP2E7wjYQba8OSPBst,0.0557,0.678,0.76,1,-5.546,1,0.221,0,0.359,0.24,96.044,213402,4
4376,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.0762,0.735,0.677,2,-4.979,1,0.093,2.17e-05,0.111,0.188,100.584,211440,4
4377,Burak Yeter,Friday Night,Friday Night,6OcmR7F2v1WDGP5x76zJmN,0.21,0.79,0.67,6,-6.048,1,0.0339,6.43e-05,0.0785,0.712,98.009,162772,4
4378,The Weeknd,Beauty Behind The Madness,Shameless,6C6fHTuFUxVtJpBOOaMvJr,0.147,0.603,0.563,6,-8.313,1,0.027,0,0.109,0.234,100.06,253507,4
4379,The Weeknd,"My Dear Melancholy,",Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.17,0.461,0.593,1,-4.954,1,0.0356,0,0.307,0.175,134.17,228373,3
4380,The Weeknd,"My Dear Melancholy,",Hurt You,6QdnKD1zwEgyOWtkrdzlOF,0.263,0.476,0.718,5,-7.227,0,0.149,0.00261,0.109,0.361,183.932,230027,4
4381,The Weeknd,"My Dear Melancholy,",Wasted Times,72TyiiduRmczEbDIEtKQdR,0.622,0.562,0.674,10,-6.049,0,0.0851,2.04e-05,0.111,0.293,122.699,220293,4
4382,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,0.595,5,-4.63,1,0.0313,0,0.109,0.222,119.972,340707,4
4383,Céline Dion,Imperfections / Lying Down / Courage,Lying Down,7ngXceNZQmBg13x74YCocu,0.348,0.467,0.483,3,-6.167,0,0.0291,0,0.227,0.162,74.995,236444,4
4384,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,0.15,0.741,0.845,5,-3.568,0,0.0381,0,0.174,0.926,129.939,233613,4
4385,Lady Gaga,The Fame Monster (Deluxe Edition),Bad Romance,0SiywuOBRcynK0uKGWdCnn,0.00314,0.696,0.921,0,-3.755,1,0.0363,5.24e-05,0.0842,0.714,119.001,294573,4
4386,iann dior,gone girl,gone girl,6G0FACzGN80Dj2v4ass5rq,0.162,0.677,0.714,11,-5.637,1,0.0287,0,0.0717,0.355,94.956,136568,4
4387,JAY-Z,Watch The Throne,No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,0.244,0.654,0.75,8,-7.509,0,0.105,0.0178,0.167,0.557,92.773,272507,4
4388,JAY-Z,The Blueprint 3,Run This Town,7LR85XLWw2yXqKBSI5brbG,0.281,0.632,0.924,1,-1.802,1,0.29,0,0.263,0.441,86.844,267520,4
4389,JAY-Z,Watch The Throne,Ni**as In Paris,1auxYwYrFRqZP7t3s7w4um,0.127,0.789,0.858,1,-5.542,1,0.311,0,0.349,0.775,140.022,219333,4
4390,Macklemore,GEMINI,Ain't Gonna Die Tonight (feat. Eric Nally),1FgmP7AOTcn7MGYmImj0kn,0.232,0.687,0.768,7,-5.579,0,0.14,0,0.118,0.865,81.977,214720,4
4391,Pendulum,The Reworks,"The Island, Pt. 1 (Dawn) - Skrillex Remix",0jSvm9INXBdV6fzFbONmD7,0.0333,0.667,0.747,9,-6.665,0,0.122,0.00112,0.362,0.59,75.028,209583,4
4392,David Guetta,Nothing but the Beat (Ultimate Edition),Where Them Girls At (feat. Nicki Minaj & Flo Rida),7ks6AZmFcm3Y6PGGxGSmlB,0.055,0.666,0.876,3,-3.078,1,0.0414,0,0.259,0.552,129.884,194840,4
4393,Jennifer Lopez,This Is Me...Then,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,7LqjznQwfrax7MjQXmxqdQ,0.00733,0.845,0.768,6,-5.448,1,0.188,5.04e-06,0.0575,0.96,100.0,187840,4
4394,Stephen,Sincerely,Crossfire,5lJH3o6AFW9Aig1CdRdAF1,0.459,0.323,0.558,5,-5.292,0,0.337,2.81e-06,0.676,0.199,73.552,270511,4
4395,Stephen,Sincerely,Remembering Myself,1bxC2M337HfYDOr6Dx5rlW,0.168,0.6,0.782,9,-3.033,0,0.187,0,0.0443,0.494,149.877,210075,4
4396,Pyhimys,Olisinpa täällä,Styroxista rakennettu talo,1mg5ItPmjY3mHUpYsG188S,0.295,0.557,0.689,6,-7.318,0,0.0494,0.000992,0.122,0.215,83.94,343882,4
4397,Pyhimys,Olisinpa täällä,Kas vain,0IP81iEAzRhYcWEnV83Hnu,0.141,0.583,0.758,9,-9.742,0,0.0435,0.0375,0.127,0.208,85.018,295751,4
4398,Pyhimys,Olisinpa täällä,Optinen harha (feat. Ellips),0hEsgkCeJYDkNykpM8CCjE,0.233,0.58,0.703,5,-7.889,0,0.0558,0.000433,0.169,0.819,82.647,234040,4
4399,Gasellit,Kiittämätön,Ime huiluu,5f53KK6fW02pSKbkxlFVhI,0.0366,0.803,0.878,9,-4.602,1,0.0811,4.46e-06,0.334,0.577,125.005,195253,4
4400,AREA21,Spaceships,Spaceships,1Szod3mLKHywl09AOy08Xc,0.0181,0.441,0.766,6,-5.921,0,0.0533,1.6e-06,0.509,0.52,150.054,169608,4
4401,AREA21,Glad You Came,Glad You Came,7xHfguzndSR2jOpMxzqh3r,0.0605,0.655,0.804,8,-5.288,1,0.0798,0.000535,0.381,0.399,104.95,152583,4
4402,AREA21,HELP,HELP,3ey7v4OxmWKgp8ynQnk4XW,0.212,0.665,0.459,8,-9.867,0,0.161,0,0.0919,0.525,137.633,184760,4
4403,AREA21,We Did It,We Did It,6RH49kOurGNl02pT2iKOOp,0.00135,0.576,0.733,7,-5.278,0,0.0288,0.000215,0.107,0.551,150.12,179212,4
4404,AREA21,Girls,Girls,53px9hATIRtXWwGGLK1pCy,0.0409,0.736,0.571,8,-5.5,0,0.252,0.00518,0.407,0.38,137.089,151542,4
4405,Martin Garrix,Wizard,Wizard,2tALSDYiJy9a1ZxZaee8J4,0.00704,0.575,0.913,7,-5.019,1,0.067,0.733,0.591,0.222,127.944,281395,4
4406,Jay Hardway,Golden Pineapple,Golden Pineapple,2hNzhAJqtVIHlcTwmPJFf0,0.000696,0.667,0.948,9,-4.149,0,0.104,0.973,0.151,0.323,125.973,188110,4
4407,Jay Hardway,EDM Bubble,EDM Bubble,5wlscxWc7OyrsE22xToo1N,0.0313,0.63,0.839,6,-3.971,0,0.0422,0.537,0.122,0.624,127.98,142503,4
4408,Martin Garrix,Spotless,Spotless,3lBoISh2FvtpdQt1lsU9nN,9.69e-05,0.517,0.828,8,-5.648,0,0.0482,0.841,0.411,0.0605,128.077,195005,4
4409,Chris Brown,No Guidance (feat. Drake),No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,0.123,0.698,0.454,1,-6.756,0,0.151,0,0.155,0.137,92.932,260640,4
4410,Lucas,Lucas,Sekaisin Sarasta,5jz1gJQGqUBvZrfNoaw3tG,0.0178,0.664,0.656,8,-4.7,0,0.0273,0,0.0984,0.263,96.05,177453,4
4411,Lil Nas X,Panini,Panini - DaBaby Remix,4SDgTLDYrJ2UrHbkRkg7MD,0.22,0.717,0.598,5,-5.613,0,0.0809,0,0.122,0.496,153.905,151040,4
4412,XXXTENTACION,?,Moonlight,0JP9xo3adEtGSdUEISiszL,0.556,0.921,0.537,9,-5.723,0,0.0804,0.00404,0.102,0.711,128.009,135090,4
4413,Migos,T-Shirt,T-Shirt,2HgGPga67UQXWW2JLuYE6E,0.242,0.865,0.687,10,-3.744,0,0.217,0,0.158,0.486,139.023,242407,4
4414,Ghostemane,Hexada,Mercury: Retrograde,2Vc6NJ9PW9gD9q343XFRKx,0.0598,0.831,0.814,2,-7.364,1,0.42,0.0134,0.0556,0.389,156.985,124539,4
4415,Lil Skies,Red Roses (LIOHN's Tokyo Drift Remix),Red Roses - LIOHN's Tokyo Drift Remix,5LIX0JWid6ASLhAikVo3Ah,0.178,0.744,0.63,10,-6.409,1,0.169,0,0.115,0.647,140.049,223385,4
4416,iamjakehill,Rip X,Rip X,0RzAihLqsEg9Qcm4pfPbG2,0.418,0.693,0.434,1,-9.366,1,0.193,0,0.338,0.685,63.033,159327,4
4417,Lil Gnar,FIRE HAZARD,Death Note,310YHyec9UxRfn30XRje5J,0.141,0.762,0.709,11,-5.333,1,0.337,0,0.0798,0.537,174.041,167520,4
4418,Dax,My Last Words,My Last Words,0hsl5A7PsMB5i4alm7ozIu,0.487,0.73,0.789,5,-5.424,0,0.311,0,0.11,0.513,150.2,174168,4
4419,Lil Tjay,True 2 Myself,F.N,0RLLvYBopDwooCyvnTwgYu,0.354,0.567,0.515,6,-10.265,0,0.247,0,0.078,0.321,120.1,224000,1
4420,Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,0.0338,0.663,0.861,7,-3.398,0,0.109,0,0.082,0.654,119.963,220800,4
4421,Dorrough Music,La La La (feat. Wiz Khalifa),La La La (feat. Wiz Khalifa),06cHfRigADx8K8oyvQUZTu,0.182,0.775,0.729,10,-7.005,0,0.0765,0,0.0802,0.588,147.994,240000,4
4422,YK Osiris,Worth It,Worth It,4XiGKQqbmnMVxDzUj6j3f2,0.468,0.764,0.528,5,-4.082,0,0.0588,0,0.0811,0.422,123.936,189253,5
4423,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.223,0.815,0.518,7,-6.594,0,0.0897,0,0.104,0.877,151.891,177667,4
4424,Haloo Helsinki!,Maailma on tehty meitä varten,Huuda!,4awkMNWVKjEwMtXO198g32,0.00382,0.627,0.87,11,-5.626,0,0.0452,0,0.158,0.661,107.983,242067,4
4425,XXXTENTACION,Bad Vibes Forever,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,0.334,0.8,0.526,8,-5.153,1,0.0716,0.00174,0.0571,0.746,129.874,150475,4
4426,Juice WRLD,Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx,0.172,0.635,0.537,7,-7.895,0,0.0832,0,0.418,0.383,125.028,215381,4
4427,NLE Choppa,Shotta Flow 3,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,0.00843,0.724,0.716,8,-5.258,0,0.385,0,0.892,0.812,128.026,181238,4
4428,Erakossa,Nollauspäivä,Se jonka mä päästin karkuun,0xr8v0qpgthBynnQlqbj6M,0.0868,0.715,0.748,0,-5.142,1,0.0366,0,0.227,0.681,121.265,211794,4
4429,ibe,Vika Päivä / KIRPPARINARKKARI,KIRPPARINARKKARI,5NfAar0BNgs9O9FFDUvoZS,0.265,0.907,0.569,1,-6.797,1,0.143,0,0.118,0.227,120.03,250207,4
4430,ibe,NONSENSE,KUU-UKKO,2nv10rLgB1pQRFQQVtuao3,0.437,0.882,0.394,8,-10.794,1,0.282,0.000162,0.0922,0.331,131.995,163504,4
4431,Apulanta,Kiila,Armo,0Mzy06kcP4PlpGD3P74OWg,0.000242,0.393,0.754,8,-5.083,0,0.0335,0,0.102,0.389,74.474,260987,4
4432,Cledos,TÄN KAA,TÄN KAA (feat. BIZI),2grPzYoVE4j93M7JzZqHSp,0.00491,0.949,0.623,8,-6.746,1,0.114,0.000452,0.101,0.587,101.998,171289,4
4433,Cledos,Boboff Tape,Made in Italy,2tWJ4xejt3w4sjrUuULuYo,0.116,0.777,0.835,7,-5.497,1,0.134,1.29e-06,0.128,0.665,82.509,179256,4
4434,Cledos,Töis (feat. Deezydavid),Töis (feat. Deezydavid),6fJ2AvT8mPihdVIMU51VQ6,0.237,0.774,0.734,1,-4.912,1,0.262,0,0.0818,0.306,130.374,132500,4
4435,Cledos,Boboff Tape,BINGO!,0UZFuM9XJZICs2qmO6IO2G,0.032,0.857,0.738,11,-5.025,0,0.246,0.0493,0.287,0.586,139.046,120863,3
4436,Cledos,Boboff Tape,Fendi Jeans,41L2mZA1Gv3tGkahuKXE6M,0.413,0.752,0.283,1,-9.582,1,0.152,0.00321,0.112,0.323,119.027,113193,4
4437,Cledos,Boboff Tape,Marvel,428hcBIzHGmj9trieTLgAq,0.0674,0.791,0.628,1,-4.135,1,0.166,0.000305,0.107,0.291,133.862,144179,4
4438,Cledos,Boboff Tape,Vintage Chanel,7ewnHAx4yS1YS1tKUXJ2f8,0.00108,0.816,0.83,2,-7.063,1,0.228,0.000314,0.326,0.776,160.039,134250,4
4439,Cledos,Boboff Tape,Mä,4X6nOtSUnQZi8dybVo3GXj,0.236,0.821,0.848,10,-3.981,1,0.187,0.323,0.169,0.86,136.025,171176,4
4440,Cledos,Swipe,Swipe,4MQ7qqL6vq5hDd43Q7gXdd,0.39,0.841,0.878,5,-5.025,0,0.205,0.000131,0.19,0.83,133.004,259972,4
4441,Cledos,Alo EP,Töis,5Ul9s4aYIK28zX14v8TTeX,0.237,0.725,0.735,0,-4.912,0,0.299,0,0.0815,0.294,130.072,132500,4
4442,MELO,ELEKTRI,VOLKSWAGEN,6Hh3b626cGBkr2ZBxvLnAr,0.00233,0.89,0.712,1,-10.201,1,0.231,0,0.0864,0.93,149.987,194145,4
4443,ibe,Luota Muhun,Tonnin Stiflat,5a9KOMsfgUGNkPy3jScRA2,0.0306,0.725,0.542,10,-10.009,1,0.141,1.46e-06,0.131,0.391,171.968,218942,4
4444,ibe,IBELIUS,Paranoidi,2XVVJxB1KN7gP9x0erJQeN,0.153,0.838,0.561,5,-9.341,1,0.0759,0.000265,0.0918,0.788,144.912,175298,4
4445,ibe,IBELIUS,39N,4bzyb1M5haVd3cclfn4lta,0.137,0.836,0.552,5,-9.738,0,0.204,4.96e-05,0.146,0.673,165.975,174323,4
4446,ibe,IBELIUS,EDGY,50vM3juwVWB5YOd5dqibSo,0.0447,0.889,0.517,9,-9.085,0,0.0517,0.00021,0.0944,0.616,143.998,246286,4
4447,ibe,IBELIUS,Cudi,1GqpXOBzLc4nAGFhZBvaob,0.0226,0.751,0.51,7,-11.726,0,0.0899,7.65e-05,0.0643,0.701,155.069,211509,4
4448,ibe,IBELIUS,Kendama,7A2h7QW0njdFi1mQtVnMGH,0.41,0.787,0.491,5,-9.531,0,0.0792,4.61e-05,0.171,0.308,139.991,157939,4
4449,ibe,IBELIUS,Stadi On Kylmä,6CerBKFjYmubYtdj6GLFgL,0.333,0.885,0.6,4,-10.064,0,0.0983,0.00419,0.682,0.609,126.014,211533,4
4450,ibe,IBELIUS,Ibelius,06ptJKiO5D29x7rAewISEW,0.906,0.355,0.103,6,-17.022,0,0.0377,0.00149,0.0968,0.207,169.965,204992,4
4451,ibe,NONSENSE,KERRO MULLE,6rTg6fdDfdF0rjMLr3EbDf,0.0606,0.685,0.555,8,-10.806,0,0.043,0.0167,0.335,0.555,149.949,199212,4
4452,ibe,NONSENSE,SUDET,5LQWtoQrSpxoLR2DU7hFRf,0.247,0.786,0.578,4,-7.314,0,0.0455,0.743,0.143,0.14,145.011,166703,4
4453,ibe,NONSENSE,MUOTOKUVA,6YCaUL6EQpe8iqat8JiU49,0.357,0.823,0.655,9,-7.56,0,0.151,0.000608,0.0507,0.873,148.48,174687,4
4454,ibe,NONSENSE,ONLINE - OFFLINE,23jUx2YnPrNelGNd5W6at3,0.307,0.94,0.365,0,-10.976,1,0.0664,0.00631,0.088,0.403,130.004,199500,4
4455,ibe,NONSENSE,NONSENSE,4kIMCqa9EzSqmvjfVkoczP,0.0301,0.849,0.472,9,-10.03,1,0.264,0.00654,0.0681,0.913,156.024,189229,4
4456,ibe,IBE,Keskusteluja,3vkUjiFYLUicWjrEF8sXlk,0.00507,0.704,0.728,9,-8.482,0,0.104,2.02e-06,0.0813,0.594,77.541,205825,4
4457,ibe,IBE,Rakastuminen,3H13hnucLcMQvkYC2UTm8i,0.193,0.718,0.543,10,-8.084,0,0.0898,0,0.0866,0.555,139.996,183452,4
4458,ibe,IBE,HEI,64oHn1RIiDu4kvffwzoMXD,0.407,0.507,0.624,6,-9.761,1,0.412,0,0.131,0.525,101.066,260508,4
4459,ibe,Oma iTT3s,Oma iTT3s,3kHCVkXavqxO1j9wJqbB8k,0.145,0.483,0.591,8,-8.453,0,0.123,3.94e-06,0.0806,0.801,174.509,183613,3
4460,ibe,Vika Päivä / KIRPPARINARKKARI,Vika Päivä,7blash3JAL58edj0yuaUjW,0.143,0.879,0.64,8,-7.459,0,0.105,8.35e-05,0.0782,0.688,128.018,204207,4
4461,ibe,Monologi,Monologi,18CHfXjm2JZtIFlxYVz2Sq,0.261,0.831,0.29,11,-10.556,1,0.416,0.038,0.109,0.233,118.163,219016,4
4462,Mouhous,Äänii,Äänii,7qCT0FQxJYTzpUyoC10GEQ,0.0156,0.795,0.746,11,-5.702,1,0.0543,0,0.0643,0.839,124.913,204115,4
4463,Mouhous,Likaset Vansit,Likaset Vansit,2TvEe9idW8qbVBLiYI1n6l,0.295,0.584,0.535,1,-6.207,0,0.0563,0,0.217,0.5,169.954,205971,4
4464,Enrique Iglesias,Euphoria,Tonight (I'm Lovin' You),79R98MwYRcQZdAzjjzUbiX,0.0242,0.651,0.884,0,-3.986,0,0.0533,5.36e-06,0.202,0.285,125.941,231293,4
4465,Y2K,Lalala (Remix - [feat. Enrique Iglesias & Carly Rae Jepsen]),Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],4XZIuf6EJw8HKOkRC9Jlj4,0.18,0.871,0.417,9,-7.864,1,0.0781,0,0.103,0.524,129.952,175253,4
4466,DaBaby,KIRK,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,0.0794,0.816,0.582,8,-4.141,1,0.341,5.84e-06,0.0916,0.542,160.004,136366,4
4467,Young Roc,Fear of Floating,We Are Not the Same,0ThoRrB0xQHnBRcosHoYFW,0.0333,0.859,0.179,7,-10.199,0,0.139,0.0107,0.324,0.0806,135.001,116085,4
4468,Baby Keem,ORANGE SODA,ORANGE SODA,6b5fPdo7XNZrwcTASG1hK7,0.177,0.83,0.564,1,-7.822,1,0.235,0,0.128,0.107,85.042,129882,4
4469,Kamaiyah,A Good Night in the Ghetto,Fuck It up (feat. Yg),4rr19p6NPfg8oUazZQnkS8,0.432,0.634,0.669,0,-7.369,1,0.0682,0,0.552,0.431,98.044,141845,4
4470,JAY-Z,The Blueprint 3,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,0.0295,0.491,0.956,11,-1.538,1,0.392,0,0.46,0.811,173.585,276920,4
4471,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,0.866,0.464,0.473,1,-10.086,1,0.129,0,0.109,0.604,75.801,208687,4
4472,Tyga,Ayy Macarena,Ayy Macarena,6LcauUZjF1eXQrgqMUecHX,0.133,0.816,0.629,2,-5.568,1,0.226,0,0.0692,0.714,96.493,131607,4
4473,Doja Cat,Juicy,Juicy,7qvsl2pYzrsYgPeFBN5jxp,0.0856,0.786,0.658,0,-2.61,1,0.0661,0,0.0689,0.458,170.037,202333,4
4474,K CAMP,Wayy 2 Kritical,Lottery (Renegade),4dZTZbmJBCCofAExHwefda,0.0145,0.915,0.556,1,-8.601,1,0.216,0.000179,0.0733,0.67,148.964,170947,4
4475,Doja Cat,Amala,Candy,1VJwtWR6z7SpZRwipI12be,0.513,0.689,0.516,8,-5.857,1,0.0444,0,0.163,0.209,124.876,190920,4
4476,Elastinen,Epäröimättä hetkeekään,Epäröimättä hetkeekään,6efE8dnOMEq6omfJK96lCM,0.0349,0.47,0.669,8,-8.087,0,0.0728,0,0.755,0.345,92.99,200740,4
4477,Billie Eilish,No Time To Die,No Time To Die,73SpzrcaHk0RQPFP73vqVR,0.917,0.38,0.219,4,-13.273,0,0.0358,0.0104,0.0827,0.0517,73.537,242265,4
4478,Nelli Matula,Sukupuuttoon,Sukupuuttoon,3lDA67ufRf39P2P7SqK6Cf,0.0863,0.345,0.671,5,-5.286,1,0.0404,2.03e-06,0.0947,0.16,185.741,227656,4
